Image_name;Rule1;Rule2;Rule3;Rule4;Rule5;Rule6;Rule7;Rule8
15998463617cba8297012d8dc7e2836b57ebbec0476ca541.jpg;0;1;0;0;0;0;0;0
160827416862605df03f058414cbd167de5b610920e6b780.jpg;0;0;0;0;0;0;0;0
1610451478158b8a3fe8c432c5f58ebf1b04953408c95225.jpg;0;1;0;0;0;0;0;0
16079881082e04a83491c519095281d8d11410f66330d4c4.jpg;0;1;0;0;0;0;0;0
1606995827dd5490620b97abcb3407a228bd655b89ae5a5d.jpg;0;1;1;0;0;0;0;0
1604915354e5320dd8d7f02d6d0d2fbc70c021118d41e8e8.jpg;0;1;0;0;0;0;0;0
15861052281a5d8c9ca39bee06beb7148474aba70ceb1841.jpg;0;0;0;0;0;0;0;0
1613799667a9a83be42bc892838a9015c4cf015f0822045b.jpg;0;1;0;0;0;0;0;0
1595141035044138b84b068c2f4321a9458990ac7342f686.jpg;0;1;0;0;0;0;0;0
1613571199547b6cf8f5694088b85d87ad3630c1e72d7116.jpg;0;1;1;0;0;0;0;0
1589469827e2d772fd1fef68c89d6d6d87d5af0dbe68d441.jpg;0;1;0;0;0;0;0;0
1601618576dcd3bc8f20f6fcf4a8fedb18e09f46a637ec25.jpg;0;1;0;0;0;0;0;0
15875553711e0cd99b4e94f9f18a50d55bb4c936f35ada82.jpg;0;1;0;0;0;0;0;0
1614681202c8d3a535e1ccd09358b29202981e295bf02158.jpg;0;0;0;0;0;0;0;0
15938811051f52544c27ce5eb35cc915ba8a435299b87e75.jpg;0;1;0;0;0;0;0;0
1597464331e039da1bed08288365d0db4767e8fcc2b1da98.jpg;0;0;0;0;0;0;0;0
159776237648be41c05ac38e08e7053f0fb99ac8a56cf7a2.jpg;0;1;0;0;0;0;0;0
159292280110f16f5e907f64c0b0cf43f8465930d2964007.jpg;0;1;0;0;0;0;0;1
1615071308b32d849c127a89cdeed8e6d8d571e5e6c83441.jpg;0;1;0;0;0;0;0;0
1594641413930ee0627dd7af1e42da4c14130a7b01cbadb8.jpg;0;1;0;0;0;0;0;0
1604770229c7ab955d51ee4b9b2c3611665b0c07bd034fd3.jpg;0;1;0;0;0;0;0;1
160886776228b01cf7ab84f8a8b32523b487b7c8ebff5a8a.jpg;0;1;0;0;0;0;0;0
1596898171b4f9b13c94ddc8071f995c03c715846f8dff4a.jpg;0;1;0;0;0;0;0;0
1603834789aa742cad474c094f7507593db555b0cdd363f2.jpg;0;1;0;0;0;0;0;0
1613662827586ae3852fcd7cd968ba5c8b7ace93a9119179.jpg;0;0;0;0;0;0;0;0
1611672486d0e6e5020f8769548d755fb2c78b89a7f7b4eb.jpg;0;1;0;0;0;0;0;0
160457968643713dca94923b28fc26be3005e27e80f9989c.jpg;0;1;0;0;0;0;0;0
1612518512a73a2fc55849028457c3f66392017f19b440f4.jpg;0;1;0;0;0;0;0;0
1602008128e1c534f1b04268477190643847a9739c9e6d88.jpg;0;1;0;0;1;0;0;0
1607109339e0858e0a2a7f55bf4cfd8f7e4ef99458bd3178.jpg;0;1;0;0;1;0;0;0
1591030081e11ccb39e72a5732b09e3888f31805d8d4487b.jpg;0;1;0;0;0;0;0;0
1600616918d8658e141c69ed02726886a3c597c0f90a476f.jpg;0;1;0;0;1;1;0;0
15989007845211fc8262edc54c2b85302be32cad30b09bbd.jpg;0;1;0;0;0;0;0;1
15879376401cb55563669c751863c39264e26ea31dbaaff4.jpg;0;1;0;0;0;0;0;0
1584227418953f3ceedaf5bf5b34504aa7f37a99c87a996f.jpg;0;1;0;0;0;0;0;0
16055050635c6270d755cd7d396d97c7b8e75348795abdea.jpg;0;0;0;0;0;0;0;0
1612092089d4a958c6104482f3d61070935a8f81e66feb54.jpg;0;1;0;0;0;0;0;1
16151435181c63f893707a0160a72b94ca5458abec20e48f.jpg;0;1;0;0;0;0;0;0
15976708139e36ad04276d78b675ea82839c2faaac065ac5.jpg;0;1;0;0;0;0;0;0
1604796287f8f112acf5a2ce6e9fc2f8de857ae511f6bd2a.jpg;0;0;0;0;0;0;0;0
161471215370b5fd75e3cddec95dd59554ddb2f24c672b72.jpg;0;1;0;0;1;0;0;0
1600616918d8658e141c69ed02726886a3c597c0f90a476f.jpg;0;1;0;0;1;1;0;0
1612017230ec78ba3b412bdc63520f8696e5c046e5d6d85b.jpg;0;1;0;0;0;0;0;0
160865049880cfaaf798f27a473d1179959707d0b809e432.jpg;0;1;0;0;0;0;0;0
16019954085b6718ba4245bfadd13da99ac26f9fcb3d5a28.jpg;0;1;0;0;0;0;0;0
1584106522accffb64229ada172518c5f054140110a6f631.jpg;0;1;0;0;0;0;0;0
16138318427e702237bd7841faac16869a686203dcf8c424.jpg;0;1;0;0;0;0;0;0
