Image_name;Rule1;Rule2;Rule3;Rule4;Rule5;Rule6;Rule7;Rule8
1608564482a77a3c16f30981bbfa72f201c99794e2a5fa77.jpg;0;1;0;0;0;0;0;0
161378379260b91947215d090e70ae62fe8736346f0ce7cf.jpg;0;1;0;0;1;0;0;0
1587738341bf213949a16f63f62b8fbbec03deb7b45113ec.jpg;0;1;0;0;0;0;0;0
1607109339e0858e0a2a7f55bf4cfd8f7e4ef99458bd3178.jpg;0;1;0;0;1;0;0;0
15971323172748b24a2199b78b6390b20ac6a0737f678132.jpg;0;1;0;0;0;0;0;0
159086422272835346fadd33b95e3ad4b2c96cebf894d57a.jpg;0;1;0;0;0;0;0;0
16020057992155140cbe9699aeb9b74a0e81d99d2e6c902c.jpg;0;1;0;0;1;0;0;0
161479784906bbb561b1d744587330dc661a42e6c204cd17.jpg;0;1;0;0;1;0;0;0
1593865093f06bbc08325dbf2634a905c166fc8745b5e244.jpg;0;1;0;0;0;0;0;0
1611123824f4d6dbacba990dccc3bab7a44f94e805a14bc7.jpg;0;1;0;0;0;0;0;0
15975143375cc81c697ca29765feae52d19b8c21a45fb153.jpg;0;1;0;0;0;0;0;0
1602878428e1abac23a25fecb6dc80eab52b9e243188597a.jpg;0;1;0;0;1;0;0;0
159829212972aa4e0e0e176f83d188eae123aa249f884084.jpg;0;1;0;0;0;0;0;0
160743404069f8c81aa16a4b0e339314f7698dd0799ed939.jpg;0;1;0;0;0;0;0;0
15878256393d250d12c68b4b6d2731d12c362cc048db4e17.jpg;0;1;0;0;0;0;0;0
1610822643d3f8fa6b0df39db92394498db74a0b68f8a3ff.jpg;0;0;0;0;0;0;0;0
16093636286b463e347dd85644fd8fd8861d78f1f9bedb5d.jpg;0;1;0;0;0;0;0;0
15987312280fbd475b1582c3c4998f9ee181f00463f7a9ca.jpg;0;1;0;0;0;0;0;0
16040695042b15d8271183c389b088adc7ec5834e11353c0.jpg;0;1;0;0;0;0;0;0
1609697336bfc4a11ca5aef8078b4fb4fe686e016ae45d76.jpg;0;1;0;0;0;0;0;0
15835314128302c134a0982308e6d305327932bd39a653f9.jpg;0;1;0;0;1;1;0;0
16077924374a00a93cfac8e6d690f8717df29d1fb0f63467.jpg;0;1;0;0;0;0;0;0
15954782953b8a6c99c8079388713d0962ab93284325f503.jpg;0;0;0;0;0;0;0;0
1597775041aee20bff0c35ea0ede812ee4d4d95010dbe237.jpg;0;1;0;0;0;0;0;0
161088311488dfa3e122dc73383ddff8bf8bd8c3f0949bb3.jpg;0;1;0;0;0;0;0;1
16115854849e5979bc8758e13dc0424e01cf12b40ac0f5ae.jpg;0;0;1;0;1;0;0;0
1584227418953f3ceedaf5bf5b34504aa7f37a99c87a996f.jpg;0;1;0;0;0;0;0;0
1608422634a08f9ebc70ac11f8ff5e3bb7c6d7c9bdddde9d.jpg;0;1;0;0;0;0;0;0
159067064400f89552a069a314d2b26c56a660d28239a171.jpg;0;1;0;0;0;0;0;0
160744819414c6feeb582752fd0ca8fa539877c5deeee29f.jpg;0;1;0;0;1;0;0;0
1601618576dcd3bc8f20f6fcf4a8fedb18e09f46a637ec25.jpg;0;1;0;0;0;0;0;0
1597342165957a0b4eac3e08259926f92768d92fdd29d5d4.jpg;0;1;0;0;0;0;0;0
1606144820357226f8104a513a6b1d5e795d92eb6a1e54ee.jpg;0;1;0;0;0;0;0;0
15839228301d85f8699e86e3a6b84d80ba0815fe4e884633.jpg;0;1;0;0;0;0;0;0
1606643104bc885edb87f7d873be890b3c0e845e02b4629d.jpg;0;1;0;0;0;0;0;0
1584636812625cce5d500917d2b10a45cd2b91a516cb0d7b.jpg;0;1;0;0;0;0;0;0
16135496336f9d376dcd30d28a7e55c5eaedaecce0e01a41.jpg;0;1;0;0;0;0;0;0
16013796632e342f03396dafca0e116bfcd44f4afd7fc4c9.jpg;0;0;0;0;0;0;0;0
16053640641d7c66fb7d42a7452409ff7fca8cdefd14a023.jpg;0;1;0;0;0;0;0;0
15906854395153ccc665a98124e7ccdbe607749c2610dc1e.jpg;0;1;0;0;0;0;0;0
1601405078ba64644711f91344b47c23b246a1b160e0159d.jpg;0;1;0;0;1;0;0;0
1586094139a9010dd046bef62b4c18ef90180991c11172c5.jpg;0;1;0;0;0;0;0;0
1612112016ef696dbdc6032fbb7fbe9dec01b9d1bb4324e0.jpg;0;0;0;0;0;0;0;0
16117644130f174f68dbf24f73aad98c4a3b87ac9eb44117.jpg;0;1;1;0;0;0;0;0
1608317283d31fc3339d0d2f00166033d8fb86077914c3c3.jpg;0;1;0;0;1;0;0;0
1591814635bef2c7d242181af89a762abe4c7fe550ae110b.jpg;0;1;0;0;0;0;0;0
16114236025ba41b25d59a4351526afee453be01aedc1122.jpg;0;1;0;0;0;0;0;0
1609463464fc1ead83085d42c9e3197fde969d7233681c83.jpg;0;1;0;0;0;0;0;0
15967283712cde6d5568b6597e4ae025066ea02c98c8a344.jpg;0;1;0;0;0;0;0;0
1607109339e0858e0a2a7f55bf4cfd8f7e4ef99458bd3178.jpg;0;1;0;0;1;0;0;0
16107572112525619199e36ee537489409847ef587a859bc.jpg;0;1;0;0;0;0;0;0
1609362905f3884c87b2bb3e69f30c87e2c0c704d5dfd86e.jpg;0;1;0;0;1;1;0;0
160934441874497cca93765b0a99b77b5cc9d26cd7a7abeb.jpg;0;1;0;0;0;0;0;1
16090743388258574f3180e502e16f50f02f228cbd64af51.jpg;0;1;0;0;0;0;0;0
1597464331e039da1bed08288365d0db4767e8fcc2b1da98.jpg;0;0;0;0;0;0;0;0
1613917959f2c14dd21cae35e54e8975cadb593e53fbead2.jpg;0;1;0;0;0;0;0;0
1601405078ba64644711f91344b47c23b246a1b160e0159d.jpg;0;1;0;0;1;0;0;0
159889062334f1f7e75c1a7df13bb334033bc3346f105954.jpg;0;0;0;0;0;0;0;0
160344518874d9f3df16c963b1b2f2d878a53cb63eb1241d.jpg;0;1;0;0;0;0;0;0
16094299855e3c55aeb5d3bbe2e20a9931b68dee29afd200.jpg;0;1;0;0;0;0;0;1
16123990645dd5e7224d6231d412a607200d60e7f44a6fec.jpg;0;1;0;0;1;0;0;0
15954782953b8a6c99c8079388713d0962ab93284325f503.jpg;0;0;0;0;0;0;0;0
161136330426a50c7c138b2a3444a4e42ebd91088675020f.jpg;0;0;1;0;0;0;0;1
16123685688e910d893e0e31574a1c9c34784307ebffd9ad.jpg;0;1;0;0;0;0;0;0
159812442672af28844b5fca94decdaff520833d13062cb7.jpg;0;1;0;0;0;0;0;0
15945548515a89756e4a5a06294f587adc92c84378255e3f.jpg;0;0;0;0;0;0;0;0
159388927584cba2e02144cef504868f3cf083c22362777b.jpg;0;1;0;0;0;0;0;0
15998419895c58135e218e880fb67e44b38bd7973f5e16df.jpg;0;1;0;0;0;0;0;0
160886776228b01cf7ab84f8a8b32523b487b7c8ebff5a8a.jpg;0;1;0;0;0;0;0;0
1614948371392273934e6c0b0a31f4cc90c0632d351f2383.jpg;0;1;0;0;0;0;0;1
16042502350100323ed192965f3bb792f8bc9299b00ef339.jpg;0;0;0;0;0;0;0;0
161416138501f9772a5dfeec81bd8a1ce855ad2d7ba459d9.jpg;0;1;0;0;0;0;0;0
16123990645dd5e7224d6231d412a607200d60e7f44a6fec.jpg;0;1;0;0;1;0;0;0
1592303566272f2bcd0bededd668cd231a232fb225a558f3.jpg;0;1;0;0;0;0;0;0
1614600964d3fcb27797db1ff7a89a70ab10adf9e31f7af7.jpg;0;1;0;0;0;0;0;0
1610360426b4916265331bd266b8af64a79df95c1489d4c5.jpg;0;0;0;0;0;0;0;0
1611947476b443334cbc91ef008a047d1337800a5a659bc8.jpg;0;1;1;0;1;0;0;1
1611588462298d5a8c8ccc979550939e1b530fc20fa069ab.jpg;0;1;0;0;0;0;0;0
16040725256da49d09ccfaf7be36dc5332d2e1c21a25f654.jpg;0;1;0;0;0;0;0;0
1602008128e1c534f1b04268477190643847a9739c9e6d88.jpg;0;1;0;0;1;0;0;0
15956258303f071e46399de1d1db9331fd8b27947d3745bb.jpg;0;1;1;0;0;0;0;0
15861052281a5d8c9ca39bee06beb7148474aba70ceb1841.jpg;0;0;0;0;0;0;0;0
158601354602ddba8a1b9c7184fd3459c0f781be6f8d1b9a.jpg;0;1;0;0;0;0;0;1
1609788969b8db699876814f55bc4ed60859d2a8e0ee2401.jpg;0;1;1;0;0;0;0;1
1610744860dab977021af519c2050b1fac5d55aab083bf15.jpg;0;0;0;0;1;0;0;1
16092966281fdb70a29299b03054158a5d5773a42979f202.jpg;0;1;0;0;0;1;0;0
1614706848aa77cc4e2d3a9a5b864d00b3cc5a13929b3d04.jpg;0;1;0;0;0;0;0;0
16145240046f3217370d8436e05e482617d545829d548902.jpg;0;1;0;0;0;0;0;0
15945548515a89756e4a5a06294f587adc92c84378255e3f.jpg;0;0;0;0;0;0;0;0
1586095550e5cc4a8f263a647dd59aea8338439d4e12e996.jpg;0;1;0;0;0;0;0;0
1589732049a0db908d2e859fc70c0bfab45cb6d5136da18f.jpg;0;1;0;0;0;0;0;0
16021809996a453b0710ce8f5aff9d4148d2ae661c5be059.jpg;0;0;0;0;0;0;0;0
16042502350100323ed192965f3bb792f8bc9299b00ef339.jpg;0;0;0;0;0;0;0;0
16072596601f4054a5080d22c55563019360b3aa4efe3bbc.jpg;0;1;1;0;0;0;0;0
1588780025c74d8ca51d337be36901d4b5aeeb604695cb8c.jpg;0;1;0;0;0;0;0;1
161487034631e4f47a96291528479cd2f0f897ce2361eca5.jpg;0;1;0;0;0;0;0;0
1605106239c5e4d17fcc9dec49b47e7e0b89c9412f3ca3c5.jpg;0;1;0;0;0;0;0;1
159733872356b4b7f9443d63cbfb5a0bf63b12922bd85320.jpg;0;1;0;0;0;0;0;0
1614488866225bc53de468e99972267b28217e9b2e26985b.jpg;0;0;0;0;0;0;0;1
1588780025c74d8ca51d337be36901d4b5aeeb604695cb8c.jpg;0;1;0;0;0;0;0;1
15945548515a89756e4a5a06294f587adc92c84378255e3f.jpg;0;0;0;0;0;0;0;0
1609074397643ee43a2152b7e0bf3deb9d862c0d89a8d168.jpg;0;1;0;0;0;0;0;0
161255478742da9f9f68f2831a8925524727c9607593c511.jpg;0;1;0;0;0;1;0;0
16129900419bcb16a4f79b520ff992ee791df1771c3bf7fa.jpg;0;1;0;0;1;0;0;0
16024101236d7ea5c755b8613f55956cd1be7eeac4c3e96c.jpg;0;1;0;0;0;0;0;0
1584767474a389974524dbf0d2909a0a975d6b25f42646dd.jpg;0;1;0;0;0;0;0;0
1605283572ef0c322c83ea4eb7208265b6925543c01beecd.jpg;0;1;0;0;0;0;0;0
1613845875d86e6077712cee4943c2c3a804738064de60a2.jpg;0;1;0;0;1;0;0;0
1604346435255f3a8001f18ff236b6f051fe100817be8e3d.jpg;0;1;0;0;0;0;0;0
1597697819b3418f788088349e26529ed0b9891454b96b10.jpg;0;1;0;0;0;0;0;0
1609768058fa922ef8b85b9f8d34d71cfd124229d4b83d5e.jpg;0;1;0;0;0;0;0;0
1611947476b443334cbc91ef008a047d1337800a5a659bc8.jpg;0;1;1;0;1;0;0;1
1592248227edba09ddcf5b57733586f5c26acecd048c7a2a.jpg;0;1;0;0;0;0;0;1
16090743388258574f3180e502e16f50f02f228cbd64af51.jpg;0;1;0;0;0;0;0;0
160069177255969624f09c7d8014f4493e180c82b89c71ab.jpg;0;1;0;0;0;0;0;1
1609465114fdd0964fefb71ca9ed3151b3f1406f2724bddc.jpg;0;1;0;0;0;0;0;0
16052623768bc08bc20bfaaad883e68b243f56e9fd7af1c5.jpg;0;1;0;0;1;0;0;0
1585567100e84e2798118ae773a5a9242deef3691874f19f.jpg;0;1;0;0;0;0;0;0
16128995930c689bf42239a8fd21b5a6545735222dae878e.jpg;0;1;0;0;0;0;0;0
16124222396023d84df3230d0f66089547a29fcd41537574.jpg;0;1;0;0;0;0;0;1
16105571152f8a9f73c455323b5ac5e175610df6ce6171fa.jpg;0;1;0;0;0;0;0;0
15926458411367a16f2252d8040947b28f48f521a08dbbcf.jpg;0;1;0;0;0;0;0;0
1605855215abac86791c9318fde6ee51129bc213a9d610b3.jpg;0;0;0;0;0;0;0;0
1594444782436e9d53311b53dc85875d54cf6f413631ec6c.jpg;0;1;0;0;0;0;0;0
15978299682a49db3dbee7989b1451279cc0c9aa0da6e0f8.jpg;0;1;0;0;0;0;0;0
161289197514c36e00ca08d7773880083b36325025340aa9.jpg;0;1;0;0;1;0;0;0
1602697118bbaf676dea53ee1aadbdcde8a12c16e2bf6666.jpg;0;1;0;0;0;0;0;0
1597697819b3418f788088349e26529ed0b9891454b96b10.jpg;0;1;0;0;0;0;0;0
161088311488dfa3e122dc73383ddff8bf8bd8c3f0949bb3.jpg;0;1;0;0;0;0;0;1
1611588462298d5a8c8ccc979550939e1b530fc20fa069ab.jpg;0;1;0;0;0;0;0;0
1586361760722f79f08a9ea417113eff34969a5bc76761b6.jpg;0;1;0;0;1;0;0;0
1614036527d7a1592d16b7c94e5c826de2a9d3dfabe00d70.jpg;0;1;0;0;0;0;0;0
16021809996a453b0710ce8f5aff9d4148d2ae661c5be059.jpg;0;0;0;0;0;0;0;0
1599936330ff50cf2d974525ba46b83f6ed4b49d04bd0e8e.jpg;0;1;0;0;0;0;0;0
1614488866225bc53de468e99972267b28217e9b2e26985b.jpg;0;0;0;0;0;0;0;1
1584519243ad5b57dae3b4c410bd776f35aeed204f4cf365.jpg;0;1;0;0;0;0;0;0
16085763550354947521d525da8d7bfffb6f0fb7bbafaa99.jpg;0;1;0;0;0;0;0;0
1607772284cce7dcd332d36da9cdbdcb9a6c396345369bbe.jpg;0;1;0;0;0;0;0;0
1605106239c5e4d17fcc9dec49b47e7e0b89c9412f3ca3c5.jpg;0;1;0;0;0;0;0;1
1610744860dab977021af519c2050b1fac5d55aab083bf15.jpg;0;0;0;0;1;0;0;1
16039192759d8bc85ab0c14ce5d7185a0f5bb2c5ff9957af.jpg;0;1;0;0;0;0;0;0
160425415810cedcb69a6a0f0487a65e5b6dc574a7033255.jpg;0;1;0;0;0;0;0;0
1603399711663b50b34b6916f493349417893896cb20ecf7.jpg;0;1;0;0;0;0;0;0
16152815954b14ecf09f06b4b7c0bfbf4a3a59944677a725.jpg;0;1;0;0;0;0;0;0
1602710561fa881a949cd35a3279b63548f825d3e45f1816.jpg;0;1;0;0;0;0;0;0
160329707928a04410fe4d88c50ce4e061295222476cf841.jpg;0;1;0;0;0;0;0;0
1586361760722f79f08a9ea417113eff34969a5bc76761b6.jpg;0;1;0;0;1;0;0;0
1609464329c6ca313101ed9531db15200bc85a799474e812.jpg;0;1;0;0;0;0;0;0
16145503726996e70be743aac74c56cf9222ddf213992e6a.jpg;0;1;0;0;0;0;0;0
1603292141fa073d5e6789e4447eb8ae7552e81cb0043bdb.jpg;0;1;0;0;0;0;0;0
16124222396023d84df3230d0f66089547a29fcd41537574.jpg;0;1;0;0;0;0;0;1
159307946470237ca03819db2d811aab5d22b9b3cc557da1.jpg;0;1;0;0;0;0;0;0
15852363723e8656c91fbab88c9aeb45d364224d31a5801d.jpg;0;1;0;0;0;0;0;0
1610451478158b8a3fe8c432c5f58ebf1b04953408c95225.jpg;0;1;0;0;0;0;0;0
1602785344324a158fa1ec6dc144a60078e9180ec047f6e9.jpg;0;1;0;0;0;0;0;0
